Bulan Laporan;ISRC;UPC;Nama Label;Nama Artis;Judul Rilis;Judul Track;Platform;Negara;Kuantias;Pendapatan Bersih
2024-01;IDBIG00000228;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 228;Spotify;ID;340;0.3984
2024-02;IDBIG00000229;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 229;Spotify;ID;1578;4.5695
2024-03;IDBIG00000230;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 230;Spotify;ID;526;3.6587
2024-04;IDBIG00000231;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 231;Spotify;ID;2511;3.7320
2024-05;IDBIG00000232;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 232;Spotify;ID;1318;3.8955
2024-06;IDBIG00000233;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 233;Spotify;ID;2594;4.1169
2024-07;IDBIG00000234;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 234;Spotify;ID;2002;3.0831
2024-08;IDBIG00000235;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 235;Spotify;ID;3006;0.4214
2024-09;IDBIG00000236;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 236;Spotify;ID;1226;0.0946
2024-10;IDBIG00000237;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 237;Spotify;ID;2246;4.3788
2024-11;IDBIG00000238;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 238;Spotify;ID;960;2.0292
2024-12;IDBIG00000239;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 239;Spotify;ID;4653;0.5857
2024-01;IDBIG00000240;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 240;Spotify;ID;4937;1.3627
2024-02;IDBIG00000241;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 241;Spotify;ID;3179;2.7336
2024-03;IDBIG00000242;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 242;Spotify;ID;3147;0.4287
2024-04;IDBIG00000243;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 243;Spotify;ID;1012;0.9822
2024-05;IDBIG00000244;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 244;Spotify;ID;4327;4.1159
2024-06;IDBIG00000245;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 245;Spotify;ID;1640;1.7374
2024-07;IDBIG00000246;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 246;Spotify;ID;2007;0.1700
2024-08;IDBIG00000247;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 247;Spotify;ID;1105;4.2677
2024-09;IDBIG00000248;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 248;Spotify;ID;1316;1.9268
2024-10;IDBIG00000249;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 249;Spotify;ID;2767;1.1143
2024-11;IDBIG00000250;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 250;Spotify;ID;3558;0.0322
2024-12;IDBIG00000251;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 251;Spotify;ID;2014;1.1743
2024-01;IDBIG00000252;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 252;Spotify;ID;2510;3.2004
2024-02;IDBIG00000253;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 253;Spotify;ID;899;1.3040
2024-03;IDBIG00000254;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 254;Spotify;ID;1228;2.2214
2024-04;IDBIG00000255;3690000000055;BigCsv Label 6;Artist 55;Album X;Track 255;Spotify;ID;2551;2.2772
2024-05;IDBIG00000256;3690000000056;BigCsv Label 7;Artist 56;Album X;Track 256;Spotify;ID;1969;3.0666
2024-06;IDBIG00000257;3690000000057;BigCsv Label 8;Artist 57;Album X;Track 257;Spotify;ID;667;0.3021
2024-07;IDBIG00000258;3690000000058;BigCsv Label 9;Artist 58;Album X;Track 258;Spotify;ID;974;0.9896
2024-08;IDBIG00000259;3690000000059;BigCsv Label 10;Artist 59;Album X;Track 259;Spotify;ID;179;1.7165
2024-09;IDBIG00000260;3690000000060;BigCsv Label 11;Artist 60;Album X;Track 260;Spotify;ID;940;0.3155
2024-10;IDBIG00000261;3690000000061;BigCsv Label 12;Artist 61;Album X;Track 261;Spotify;ID;3567;0.6655
2024-11;IDBIG00000262;3690000000062;BigCsv Label 13;Artist 62;Album X;Track 262;Spotify;ID;2704;2.6302
2024-12;IDBIG00000263;3690000000063;BigCsv Label 14;Artist 63;Album X;Track 263;Spotify;ID;2605;2.2618
2024-01;IDBIG00000264;3690000000064;BigCsv Label 15;Artist 64;Album X;Track 264;Spotify;ID;3651;1.5933
2024-02;IDBIG00000265;3690000000065;BigCsv Label 16;Artist 65;Album X;Track 265;Spotify;ID;1232;2.6585
2024-03;IDBIG00000266;3690000000066;BigCsv Label 17;Artist 66;Album X;Track 266;Spotify;ID;1085;3.5757
2024-04;IDBIG00000267;3690000000067;BigCsv Label 18;Artist 67;Album X;Track 267;Spotify;ID;3014;4.5999
2024-05;IDBIG00000268;3690000000068;BigCsv Label 19;Artist 68;Album X;Track 268;Spotify;ID;2949;4.2039
2024-06;IDBIG00000269;3690000000069;BigCsv Label 20;Artist 69;Album X;Track 269;Spotify;ID;1031;1.9826
2024-07;IDBIG00000270;3690000000070;BigCsv Label 21;Artist 70;Album X;Track 270;Spotify;ID;2670;0.6535
2024-08;IDBIG00000271;3690000000071;BigCsv Label 22;Artist 71;Album X;Track 271;Spotify;ID;2199;1.2322
2024-09;IDBIG00000272;3690000000072;BigCsv Label 23;Artist 72;Album X;Track 272;Spotify;ID;447;2.3768
2024-10;IDBIG00000273;3690000000073;BigCsv Label 24;Artist 73;Album X;Track 273;Spotify;ID;4180;0.8180
2024-11;IDBIG00000274;3690000000074;BigCsv Label 25;Artist 74;Album X;Track 274;Spotify;ID;4455;2.3437
2024-12;IDBIG00000275;3690000000075;BigCsv Label 26;Artist 75;Album X;Track 275;Spotify;ID;3002;0.0305
2024-01;IDBIG00000276;3690000000076;BigCsv Label 27;Artist 76;Album X;Track 276;Spotify;ID;4337;4.3852
2024-02;IDBIG00000277;3690000000077;BigCsv Label 28;Artist 77;Album X;Track 277;Spotify;ID;3504;2.6162
2024-03;IDBIG00000278;3690000000078;BigCsv Label 29;Artist 78;Album X;Track 278;Spotify;ID;1237;3.9067
2024-04;IDBIG00000279;3690000000079;BigCsv Label 30;Artist 79;Album X;Track 279;Spotify;ID;3352;0.4358
2024-05;IDBIG00000280;3690000000080;BigCsv Label 31;Artist 80;Album X;Track 280;Spotify;ID;3336;2.7588
2024-06;IDBIG00000281;3690000000081;BigCsv Label 32;Artist 81;Album X;Track 281;Spotify;ID;2749;1.9322
2024-07;IDBIG00000282;3690000000082;BigCsv Label 33;Artist 82;Album X;Track 282;Spotify;ID;3195;0.0872
2024-08;IDBIG00000283;3690000000083;BigCsv Label 34;Artist 83;Album X;Track 283;Spotify;ID;579;2.2637
2024-09;IDBIG00000284;3690000000084;BigCsv Label 35;Artist 84;Album X;Track 284;Spotify;ID;4092;0.5610
2024-10;IDBIG00000285;3690000000085;BigCsv Label 36;Artist 85;Album X;Track 285;Spotify;ID;1975;4.6727
2024-11;IDBIG00000286;3690000000086;BigCsv Label 37;Artist 86;Album X;Track 286;Spotify;ID;2499;2.4163
2024-12;IDBIG00000287;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 287;Spotify;ID;2266;4.7755
2024-01;IDBIG00000288;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 288;Spotify;ID;3115;4.8126
2024-02;IDBIG00000289;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 289;Spotify;ID;606;2.1796
2024-03;IDBIG00000290;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 290;Spotify;ID;3453;0.7297
2024-04;IDBIG00000291;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 291;Spotify;ID;3313;0.3199
2024-05;IDBIG00000292;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 292;Spotify;ID;136;2.3569
2024-06;IDBIG00000293;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 293;Spotify;ID;755;1.8455
2024-07;IDBIG00000294;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 294;Spotify;ID;3257;1.9286
2024-08;IDBIG00000295;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 295;Spotify;ID;926;3.9052
2024-09;IDBIG00000296;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 296;Spotify;ID;2454;1.7891
2024-10;IDBIG00000297;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 297;Spotify;ID;3128;2.4216
2024-11;IDBIG00000298;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 298;Spotify;ID;3676;2.9307
2024-12;IDBIG00000299;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 299;Spotify;ID;1766;0.8251
2024-01;IDBIG00000300;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 300;Spotify;ID;2914;4.1211
2024-02;IDBIG00000301;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 301;Spotify;ID;3402;4.7570
2024-03;IDBIG00000302;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 302;Spotify;ID;2400;3.9538
2024-04;IDBIG00000303;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 303;Spotify;ID;1689;3.9747
2024-05;IDBIG00000304;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 304;Spotify;ID;2090;3.5648
2024-06;IDBIG00000305;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 305;Spotify;ID;1572;3.9648
2024-07;IDBIG00000306;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 306;Spotify;ID;3396;4.7894
2024-08;IDBIG00000307;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 307;Spotify;ID;3476;4.6645
2024-09;IDBIG00000308;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 308;Spotify;ID;4182;3.9141
2024-10;IDBIG00000309;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 309;Spotify;ID;3380;3.4105
2024-11;IDBIG00000310;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 310;Spotify;ID;2167;4.5792
2024-12;IDBIG00000311;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 311;Spotify;ID;4934;2.8160
2024-01;IDBIG00000312;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 312;Spotify;ID;3532;4.9602
2024-02;IDBIG00000313;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 313;Spotify;ID;4746;2.2577
2024-03;IDBIG00000314;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 314;Spotify;ID;2150;0.8351
2024-04;IDBIG00000315;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 315;Spotify;ID;2637;3.8016
2024-05;IDBIG00000316;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 316;Spotify;ID;3770;0.9183
2024-06;IDBIG00000317;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 317;Spotify;ID;2788;2.3397
2024-07;IDBIG00000318;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 318;Spotify;ID;3601;2.8909
2024-08;IDBIG00000319;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 319;Spotify;ID;1457;1.2141
2024-09;IDBIG00000320;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 320;Spotify;ID;4331;4.3796
2024-10;IDBIG00000321;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 321;Spotify;ID;3920;3.0045
2024-11;IDBIG00000322;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 322;Spotify;ID;1703;0.6789
2024-12;IDBIG00000323;3690000000023;BigCsv Label 24;Artist 123;Album X;Track 323;Spotify;ID;3383;0.1753
2024-01;IDBIG00000324;3690000000024;BigCsv Label 25;Artist 124;Album X;Track 324;Spotify;ID;1632;0.3851
2024-02;IDBIG00000325;3690000000025;BigCsv Label 26;Artist 125;Album X;Track 325;Spotify;ID;296;2.8911
2024-03;IDBIG00000326;3690000000026;BigCsv Label 27;Artist 126;Album X;Track 326;Spotify;ID;4703;4.5417
2024-04;IDBIG00000327;3690000000027;BigCsv Label 28;Artist 127;Album X;Track 327;Spotify;ID;2668;2.4095
2024-05;IDBIG00000328;3690000000028;BigCsv Label 29;Artist 128;Album X;Track 328;Spotify;ID;4791;1.4240
2024-06;IDBIG00000329;3690000000029;BigCsv Label 30;Artist 129;Album X;Track 329;Spotify;ID;1440;1.2103
2024-07;IDBIG00000330;3690000000030;BigCsv Label 31;Artist 130;Album X;Track 330;Spotify;ID;2709;1.5042
2024-08;IDBIG00000331;3690000000031;BigCsv Label 32;Artist 131;Album X;Track 331;Spotify;ID;169;1.4662
2024-09;IDBIG00000332;3690000000032;BigCsv Label 33;Artist 132;Album X;Track 332;Spotify;ID;3998;1.9707
2024-10;IDBIG00000333;3690000000033;BigCsv Label 34;Artist 133;Album X;Track 333;Spotify;ID;4937;1.7410
2024-11;IDBIG00000334;3690000000034;BigCsv Label 35;Artist 134;Album X;Track 334;Spotify;ID;3004;1.8270
2024-12;IDBIG00000335;3690000000035;BigCsv Label 36;Artist 135;Album X;Track 335;Spotify;ID;1673;3.7677
2024-01;IDBIG00000336;3690000000036;BigCsv Label 37;Artist 136;Album X;Track 336;Spotify;ID;2899;2.5639
2024-02;IDBIG00000337;3690000000037;BigCsv Label 38;Artist 137;Album X;Track 337;Spotify;ID;2462;3.0750
2024-03;IDBIG00000338;3690000000038;BigCsv Label 39;Artist 138;Album X;Track 338;Spotify;ID;3211;4.3264
2024-04;IDBIG00000339;3690000000039;BigCsv Label 40;Artist 139;Album X;Track 339;Spotify;ID;563;4.4549
2024-05;IDBIG00000340;3690000000040;BigCsv Label 41;Artist 140;Album X;Track 340;Spotify;ID;3608;3.3966
2024-06;IDBIG00000341;3690000000041;BigCsv Label 42;Artist 141;Album X;Track 341;Spotify;ID;2488;3.1488
2024-07;IDBIG00000342;3690000000042;BigCsv Label 43;Artist 142;Album X;Track 342;Spotify;ID;3361;1.6953
2024-08;IDBIG00000343;3690000000043;BigCsv Label 44;Artist 143;Album X;Track 343;Spotify;ID;2272;4.4147
2024-09;IDBIG00000344;3690000000044;BigCsv Label 45;Artist 144;Album X;Track 344;Spotify;ID;4498;3.2873
2024-10;IDBIG00000345;3690000000045;BigCsv Label 46;Artist 145;Album X;Track 345;Spotify;ID;986;2.6533
2024-11;IDBIG00000346;3690000000046;BigCsv Label 47;Artist 146;Album X;Track 346;Spotify;ID;2634;4.0796
2024-12;IDBIG00000347;3690000000047;BigCsv Label 48;Artist 147;Album X;Track 347;Spotify;ID;2117;0.0554
2024-01;IDBIG00000348;3690000000048;BigCsv Label 49;Artist 148;Album X;Track 348;Spotify;ID;1179;1.2516
2024-02;IDBIG00000349;3690000000049;BigCsv Label 50;Artist 149;Album X;Track 349;Spotify;ID;2995;3.5390
2024-03;IDBIG00000350;3690000000050;BigCsv Label 1;Artist 150;Album X;Track 350;Spotify;ID;3498;1.1359
2024-04;IDBIG00000351;3690000000051;BigCsv Label 2;Artist 151;Album X;Track 351;Spotify;ID;763;1.2531
2024-05;IDBIG00000352;3690000000052;BigCsv Label 3;Artist 152;Album X;Track 352;Spotify;ID;4040;2.3022
2024-06;IDBIG00000353;3690000000053;BigCsv Label 4;Artist 153;Album X;Track 353;Spotify;ID;1386;2.7795
2024-07;IDBIG00000354;3690000000054;BigCsv Label 5;Artist 154;Album X;Track 354;Spotify;ID;4080;2.2946
2024-08;IDBIG00000355;3690000000055;BigCsv Label 6;Artist 155;Album X;Track 355;Spotify;ID;2807;4.9522
2024-09;IDBIG00000356;3690000000056;BigCsv Label 7;Artist 156;Album X;Track 356;Spotify;ID;1819;4.1868
2024-10;IDBIG00000357;3690000000057;BigCsv Label 8;Artist 157;Album X;Track 357;Spotify;ID;396;2.5488
2024-11;IDBIG00000358;3690000000058;BigCsv Label 9;Artist 158;Album X;Track 358;Spotify;ID;2933;1.1503
2024-12;IDBIG00000359;3690000000059;BigCsv Label 10;Artist 159;Album X;Track 359;Spotify;ID;4300;2.4222
2024-01;IDBIG00000360;3690000000060;BigCsv Label 11;Artist 160;Album X;Track 360;Spotify;ID;2103;4.7278
2024-02;IDBIG00000361;3690000000061;BigCsv Label 12;Artist 161;Album X;Track 361;Spotify;ID;1454;0.9808
2024-03;IDBIG00000362;3690000000062;BigCsv Label 13;Artist 162;Album X;Track 362;Spotify;ID;3900;1.4469
2024-04;IDBIG00000363;3690000000063;BigCsv Label 14;Artist 163;Album X;Track 363;Spotify;ID;515;3.6175
2024-05;IDBIG00000364;3690000000064;BigCsv Label 15;Artist 164;Album X;Track 364;Spotify;ID;4578;4.2486
2024-06;IDBIG00000365;3690000000065;BigCsv Label 16;Artist 165;Album X;Track 365;Spotify;ID;2843;1.8386
2024-07;IDBIG00000366;3690000000066;BigCsv Label 17;Artist 166;Album X;Track 366;Spotify;ID;2675;3.7285
2024-08;IDBIG00000367;3690000000067;BigCsv Label 18;Artist 167;Album X;Track 367;Spotify;ID;4191;0.3612
2024-09;IDBIG00000368;3690000000068;BigCsv Label 19;Artist 168;Album X;Track 368;Spotify;ID;2746;1.7310
2024-10;IDBIG00000369;3690000000069;BigCsv Label 20;Artist 169;Album X;Track 369;Spotify;ID;2829;1.8849
2024-11;IDBIG00000370;3690000000070;BigCsv Label 21;Artist 170;Album X;Track 370;Spotify;ID;1423;4.5303
2024-12;IDBIG00000371;3690000000071;BigCsv Label 22;Artist 171;Album X;Track 371;Spotify;ID;1326;0.0664
2024-01;IDBIG00000372;3690000000072;BigCsv Label 23;Artist 172;Album X;Track 372;Spotify;ID;3903;2.3373
2024-02;IDBIG00000373;3690000000073;BigCsv Label 24;Artist 173;Album X;Track 373;Spotify;ID;4434;2.7861
2024-03;IDBIG00000374;3690000000074;BigCsv Label 25;Artist 174;Album X;Track 374;Spotify;ID;1426;1.7628
2024-04;IDBIG00000375;3690000000075;BigCsv Label 26;Artist 175;Album X;Track 375;Spotify;ID;1434;2.6830
2024-05;IDBIG00000376;3690000000076;BigCsv Label 27;Artist 176;Album X;Track 376;Spotify;ID;2963;1.0966
2024-06;IDBIG00000377;3690000000077;BigCsv Label 28;Artist 177;Album X;Track 377;Spotify;ID;1715;2.2333
2024-07;IDBIG00000378;3690000000078;BigCsv Label 29;Artist 178;Album X;Track 378;Spotify;ID;703;2.0980
2024-08;IDBIG00000379;3690000000079;BigCsv Label 30;Artist 179;Album X;Track 379;Spotify;ID;1281;3.0060
2024-09;IDBIG00000380;3690000000080;BigCsv Label 31;Artist 180;Album X;Track 380;Spotify;ID;4989;0.9335
2024-10;IDBIG00000381;3690000000081;BigCsv Label 32;Artist 181;Album X;Track 381;Spotify;ID;3063;4.0067
2024-11;IDBIG00000382;3690000000082;BigCsv Label 33;Artist 182;Album X;Track 382;Spotify;ID;3103;1.6359
2024-12;IDBIG00000383;3690000000083;BigCsv Label 34;Artist 183;Album X;Track 383;Spotify;ID;4693;3.6618
2024-01;IDBIG00000384;3690000000084;BigCsv Label 35;Artist 184;Album X;Track 384;Spotify;ID;594;4.7605
2024-02;IDBIG00000385;3690000000085;BigCsv Label 36;Artist 185;Album X;Track 385;Spotify;ID;323;2.7230
2024-03;IDBIG00000386;3690000000086;BigCsv Label 37;Artist 186;Album X;Track 386;Spotify;ID;3946;3.0354
2024-04;IDBIG00000387;3690000000087;BigCsv Label 38;Artist 187;Album X;Track 387;Spotify;ID;2251;4.3182
2024-05;IDBIG00000388;3690000000088;BigCsv Label 39;Artist 188;Album X;Track 388;Spotify;ID;3340;1.3877
2024-06;IDBIG00000389;3690000000089;BigCsv Label 40;Artist 189;Album X;Track 389;Spotify;ID;2341;2.9249
2024-07;IDBIG00000390;3690000000090;BigCsv Label 41;Artist 190;Album X;Track 390;Spotify;ID;3145;4.8634
2024-08;IDBIG00000391;3690000000091;BigCsv Label 42;Artist 191;Album X;Track 391;Spotify;ID;855;0.5846
2024-09;IDBIG00000392;3690000000092;BigCsv Label 43;Artist 192;Album X;Track 392;Spotify;ID;4172;3.6574
2024-10;IDBIG00000393;3690000000093;BigCsv Label 44;Artist 193;Album X;Track 393;Spotify;ID;244;4.5907
2024-11;IDBIG00000394;3690000000094;BigCsv Label 45;Artist 194;Album X;Track 394;Spotify;ID;3985;0.6312
2024-12;IDBIG00000395;3690000000095;BigCsv Label 46;Artist 195;Album X;Track 395;Spotify;ID;1438;1.5595
2024-01;IDBIG00000396;3690000000096;BigCsv Label 47;Artist 196;Album X;Track 396;Spotify;ID;4066;0.7828
2024-02;IDBIG00000397;3690000000097;BigCsv Label 48;Artist 197;Album X;Track 397;Spotify;ID;609;3.8609
2024-03;IDBIG00000398;3690000000098;BigCsv Label 49;Artist 198;Album X;Track 398;Spotify;ID;3453;3.3642
2024-04;IDBIG00000399;3690000000099;BigCsv Label 50;Artist 199;Album X;Track 399;Spotify;ID;686;0.1567
2024-05;IDBIG00000400;3690000000000;BigCsv Label 1;Artist 0;Album X;Track 400;Spotify;ID;511;1.4250
2024-06;IDBIG00000401;3690000000001;BigCsv Label 2;Artist 1;Album X;Track 401;Spotify;ID;4678;1.0615
2024-07;IDBIG00000402;3690000000002;BigCsv Label 3;Artist 2;Album X;Track 402;Spotify;ID;2736;2.5275
2024-08;IDBIG00000403;3690000000003;BigCsv Label 4;Artist 3;Album X;Track 403;Spotify;ID;4892;1.8280
2024-09;IDBIG00000404;3690000000004;BigCsv Label 5;Artist 4;Album X;Track 404;Spotify;ID;4457;2.9622
2024-10;IDBIG00000405;3690000000005;BigCsv Label 6;Artist 5;Album X;Track 405;Spotify;ID;941;1.9746
2024-11;IDBIG00000406;3690000000006;BigCsv Label 7;Artist 6;Album X;Track 406;Spotify;ID;3925;2.8070
2024-12;IDBIG00000407;3690000000007;BigCsv Label 8;Artist 7;Album X;Track 407;Spotify;ID;4003;3.0237
2024-01;IDBIG00000408;3690000000008;BigCsv Label 9;Artist 8;Album X;Track 408;Spotify;ID;1816;3.6168
2024-02;IDBIG00000409;3690000000009;BigCsv Label 10;Artist 9;Album X;Track 409;Spotify;ID;4375;3.1271
2024-03;IDBIG00000410;3690000000010;BigCsv Label 11;Artist 10;Album X;Track 410;Spotify;ID;3659;2.3843
2024-04;IDBIG00000411;3690000000011;BigCsv Label 12;Artist 11;Album X;Track 411;Spotify;ID;2983;3.9969
2024-05;IDBIG00000412;3690000000012;BigCsv Label 13;Artist 12;Album X;Track 412;Spotify;ID;4577;4.4789
2024-06;IDBIG00000413;3690000000013;BigCsv Label 14;Artist 13;Album X;Track 413;Spotify;ID;148;4.9711
2024-07;IDBIG00000414;3690000000014;BigCsv Label 15;Artist 14;Album X;Track 414;Spotify;ID;3775;1.7879
2024-08;IDBIG00000415;3690000000015;BigCsv Label 16;Artist 15;Album X;Track 415;Spotify;ID;2725;1.6914
2024-09;IDBIG00000416;3690000000016;BigCsv Label 17;Artist 16;Album X;Track 416;Spotify;ID;898;4.0876
2024-10;IDBIG00000417;3690000000017;BigCsv Label 18;Artist 17;Album X;Track 417;Spotify;ID;1520;2.8215
2024-11;IDBIG00000418;3690000000018;BigCsv Label 19;Artist 18;Album X;Track 418;Spotify;ID;1757;3.0027
2024-12;IDBIG00000419;3690000000019;BigCsv Label 20;Artist 19;Album X;Track 419;Spotify;ID;1243;3.9235
2024-01;IDBIG00000420;3690000000020;BigCsv Label 21;Artist 20;Album X;Track 420;Spotify;ID;3624;1.2819
2024-02;IDBIG00000421;3690000000021;BigCsv Label 22;Artist 21;Album X;Track 421;Spotify;ID;2474;2.3290
2024-03;IDBIG00000422;3690000000022;BigCsv Label 23;Artist 22;Album X;Track 422;Spotify;ID;3449;0.1622
2024-04;IDBIG00000423;3690000000023;BigCsv Label 24;Artist 23;Album X;Track 423;Spotify;ID;1950;1.5531
2024-05;IDBIG00000424;3690000000024;BigCsv Label 25;Artist 24;Album X;Track 424;Spotify;ID;4819;1.4667
2024-06;IDBIG00000425;3690000000025;BigCsv Label 26;Artist 25;Album X;Track 425;Spotify;ID;1855;3.0726
2024-07;IDBIG00000426;3690000000026;BigCsv Label 27;Artist 26;Album X;Track 426;Spotify;ID;222;3.6894
2024-08;IDBIG00000427;3690000000027;BigCsv Label 28;Artist 27;Album X;Track 427;Spotify;ID;4243;0.1923
2024-09;IDBIG00000428;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 428;Spotify;ID;4620;0.0716
2024-10;IDBIG00000429;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 429;Spotify;ID;3183;3.9568
2024-11;IDBIG00000430;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 430;Spotify;ID;4570;1.8607
2024-12;IDBIG00000431;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 431;Spotify;ID;4511;2.6787
2024-01;IDBIG00000432;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 432;Spotify;ID;1773;4.8231
2024-02;IDBIG00000433;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 433;Spotify;ID;4326;1.9078
2024-03;IDBIG00000434;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 434;Spotify;ID;1252;2.5028
2024-04;IDBIG00000435;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 435;Spotify;ID;1010;2.0791
2024-05;IDBIG00000436;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 436;Spotify;ID;242;3.0754
